"","score","text"
"1419",0,"terrorist organization companies donated"
"1420",0,"gift card participate offer link"
"1421",0,"terrorist organization companies donated"
"1422",1,"gingerbread awww love"
"1423",0," favourite season mine autumn sitting outside cri"
"1424",0,"feeling brave try spooky vampire frappuccino promise bite limited"
"1425",0,"photos photographer previous drive thru development lowe"
"1426",0,"ceo talks business"
"1427",0,"news monday november merrion reopen"
"1428",1,"hot white mocha skimmed milk triple shot"
"1429",0,"terrorist organization companies donated"
"1430",0,"terrorist organization companies donated"
"1431",0,"guarding puppucino life"
"1432",0,"terrorist organization companies donated"
"1433",0,"terrorist organization companies donated"
"1434",2,"love hands packaging beautiful"
"1435",0,"sbux day moving average moved day moving average august view odds"
"1436",1,"listen rudy rudy rudy giuliani borat kudos democratic women spending trumppuppets"
"1437",0,"gift card generator generate code generator link"
"1438",1,"digging  blend sam club exotic blend variety pack"
"1439",0,"terrorist organization companies donated"
"1440",0,"start day studying"
"1441",1,"days receive free shipping books oct spend site"
"1442",-1,"java chips frappe east hang hau tseung kwan"
"1443",0,"first look japan  drinkware collection"
"1444",0,"terrorist organization companies donated"
"1445",0,"terrorist organization companies donated"
"1446",0,"young investors stocks opinion amzn shop"
"1447",0,""
"1448",0,"weekly series featuring enterprise demonstrates inclusivity"
"1449",0,"etretail dunkin brands near deal sell private"
"1450",0,"weekly series featuring enterprise demonstrates inclusivity"
"1451",0,"weekly series featuring enterprise demonstrates inclusivi"
"1452",0,"view domicillo design shops tagaytay"
"1453",1,"good morning"
"1454",1,"share check items loving"
"1455",3,"find loves internet loves telling jokes women love"
"1456",0,"finally lunch time wrap ebook home perfecto"
"1457",0,"introduce loan getting snacks"
"1458",0,"please help tumblers direct south korea doo october dop october eta"
"1459",0,"check  red gifts ceramic mug via"
"1460",1,"share check items loving"
"1461",1,"share check items loving"
"1462",0,"check  red gifts ceramic mug via"
"1463",1,"come join hop chance win"
"1464",0,"rewards day missed buy week bonus stars day buy"
"1465",0,"terrorist organization companies donated"
"1466",0,"terrorist organization companies donated"
"1467",0,"terrorist organization companies donated"
"1468",0,"young investors stocks opinion amzn shop"
"1469",0,"check storage solution multipurpose metal storage basket"
"1470",0,"young investors stocks opinion amzn shop"
"1471",0,"please help tumblers direct south korea doo october dop october"
"1472",0,""
"1473",0,"check  red gifts ceramic mug via"
"1474",1,"share check items loving"
"1475",1,"favorite oat milk"
"1476",-2,"please add word international dictionary price price outrageous expensive"
"1477",1,"come join hop chance win"
"1478",1,"beautifully japanized japan"
"1479",-1,"try unnoticed public"
"1480",0,"check storage solution multipurpose metal storage basket"
"1481",0,"terrorist organization companies donated"
"1482",0,"terrorist organization companies donated"
"1483",0,"terrorist organization companies donated"
"1484",1,"come join hop jaynetownsley chance win"
"1485",0,"since idea photo"
"1486",0,"terrorist organization companies donated"
"1487",0,"focus popular trending society constantly ads espically fall rolls arou"
"1488",-1," ceo million total compensation deserve hazard pay"
"1489",2,"shout barista polite time kudos tos policie"
"1490",0,"pumpkin cream coldbrew goddamn"
"1491",0,"terrorist organization companies donated"
"1492",-1,"sad remember releases days gonna ngl"
"1493",1,"may pumpkin spice strong monday short"
"1494",0,"terrorist organization companies donated"
"1495",1,"built pioneering independent beverage company months successful partnership"
"1496",1,"come join hop chance win"
"1497",0,"matching ornament mug taiwan"
"1498",-1,"punched hard"
"1499",0,"pumpkin protein muffins recipe live"
"1500",1,"degrees ready pumpkin spice"
"1501",-1,"omg missed bar"
"1502",1,"healthy"
"1503",-1,"trying japanese items fall via"
"1504",1,"share check items loving"
"1505",0,"terrorist organization companies donated"
"1506",0," run vases"
"1507",0,"holding pumpkin spice paper logo slapped eve"
"1508",1,"come join hop chance win"
"1509",0,"terrorist organization companies donated"
"1510",0,"terrorist organization companies donated"
"1511",0,"woman red dress"
"1512",0,"monday enjoy flavors fall"
"1513",1,"happy national pumpkin day stop try pumpkin spice  rainy day"
"1514",2,"love celebrate finding pod"
"1515",0,"american vigilante justice truth"
"1516",1,"share check items loving"
"1517",0,"monday enjoy flavors fall"
"1518",1,"come join hop chance win"
"1519",1,"love worried safety precious account factor authentication"
"1520",0,"terrorist organization companies donated"
"1521",0,"app buy egift cards using mastercard egc"
"1522",0,"terrorist organization companies donated"
"1523",1,"come join hop chance win"
"1524",0,"terrorist organization companies donated"
"1525",0,"goes books"
"1526",0," matcha green tea crme frappucino try matcha green tea smoothie healthier save"
"1527",1,"share check items loving"
"1528",-1,"wife road rage headed"
"1529",1,"excited share item shop floral hanging basket"
"1530",0,"near future fsd able frunkpuppy pupp"
"1531",0," run vases"
"1532",2,"love celebrate finding pod"
"1533",0,"terrorist organization companies donated"
"1534",0,"terrorist organization companies donated"
"1535",0,"coming near"
"1536",0,"forget nametags"
"1537",0,"life"
"1538",0,"autumnal afternoon pick"
"1539",-2," supporters front refused wear mask sick"
"1540",0,"coiled rope basket bulk bins"
"1541",0," run vases"
"1542",2,"check japan sakura charm tumbler vivid pink cherry blossom limited via"
"1543",1,"one gradate proud girl"
"1544",0,"brand logo iconified store"
"1545",0,"terrorist organization companies donated"
"1546",0,"karen incident watch episode davis youtube"
"1547",0,"terrorist organization companies donated"
"1548",0,"terrorist organization companies donated"
"1549",0,"terrorist organization companies donated"
"1550",0,"one city mugs collect time travel mugs nashville beijing"
"1551",0,"terrorist organization companies donated"
"1552",0,"karen incident watch episode davis youtube"
"1553",0,"seen vinyl shipped"
"1554",-2,"pike blend emergency purchase day job miss seattle"
"1555",0,"attention don miss amazing promo vote vonne"
"1556",0,"rewards day missed buy week bonus stars day"
"1557",0,"girl friend"
"1558",1," superhero support card unique shirts styles colors"
"1559",0,"terrorist organization companies donated"
"1560",0,"terrorist organization companies donated"
"1561",0,"person decided start sharing recipes tiktok"
"1562",0,"bakers hurrying hands sprinkles"
"1563",0," run vases"
"1564",2,"love celebrate finding pod"
"1565",0,""
"1566",0,"son"
"1567",-1,"lost sales"
"1568",1,"share check items loving"
"1569",1,"love"
"1570",1,"share check items loving"
"1571",1,"share check items loving"
"1572",1,"come join hop chance win"
"1573",0,"wondering mango dragonfruit looks food coloring"
"1574",0,"mmm pumpkin life"
"1575",0," economics chart makes cost"
"1576",1,"come join hop chance win"
"1577",1,"come join hop chance win"
"1578",0,"another monday vacation week fly homet"
"1579",0,"shop cos mingebag wat"
"1580",2,"check home holidays  angels peace joy  mug mary graves via"
"1581",1,"ware products available check"
"1582",4,"wow customer service raegan streetsboro top notch service smile thank"
"1583",0," economics chart makes cost"
"1584",0," economics chart makes cost"
"1585",-1,"getting addicted wallet trying save"
"1586",0,"remember imagine forever"
"1587",0,"economics chart makes cost"
"1588",1,"stream positions ariana grande free"
"1589",0,"simple life feel warm fuzzy"
"1590",0,"flow grid update sbux shares"
"1591",0,"welcomes"
"1592",0,"pls stand pls stand"
"1593",0,"welcomes"
"1594",0,"welcomes"
"1595",0,"welcomes"
"1596",0,"now commons pop market buy nitro cold brews free notepad supplies"
"1597",0,"day finished procrastinating company"
"1598",-1,"join various dying laughing"
"1599",-1,"french roast costco tastes awful"
"1600",0,"note self maybe uninspiring"
"1601",0,"honey mint citrus tea day covid flu cooties"
"1602",2,"happy national pumpkin day yall enjoy pumpkin spice "
"1603",1,"kindness matters especially"
"1604",1,"unveils  festive season"
"1605",0," economics chart makes cost"
"1606",0," economics chart makes cost"
"1607",1,"happy national pumpkin day stop try pumpkin spice  rainy day"
"1608",1,"share check items loving"
"1609",0," economics chart makes cost"
"1610",0," economics chart makes cost"
"1611",1,"share check items loving"
"1612",0,"impressed time vampire frappucino wrong layer strawberry"
"1613",1,"kindness matters especially"
"1614",2,"love celebrate finding pod"
"1615",1,"haikus fun read blog post linda watson smith poetry tap click link"
"1616",0," economics chart makes cost"
"1617",0," economics chart makes cost"
"1618",0," economics chart makes cost"
"1619",2,"check home holidays  angels peace joy  mug mary graves via"
"1620",0,"economics chart makes cost"
"1621",0,"monday juice"
"1622",0,"monday juice"
"1623",2,"check japan sakura charm tumbler vivid pink cherry blossom limited via"
"1624",0,"waiting line pumpkin spice listening tunes recommended"
"1625",-1,"wrong brands world sbux dnkn"
"1626",1,"check mug  white blue snowflakes stainless bottom"
"1627",0," run vases"
"1628",1," preview coming attractions coming soon ceramic mug available"
"1629",1,"share check items loving"
"1630",0," run vases"
"1631",1,"happy celebrating determining pumpkin spice pod market https"
"1632",0,"celebrating determining pod"
"1633",0," run vases"
"1634",-1,"hate mean baristas fucken pumps sugar free cold foam"
"1635",0,"monday morning walk"
"1636",1,"coconut hot chocolate strawberry puree"
"1637",1,"share check items loving"
"1638",1,"share check items loving"
"1639",0,"sale dishwash"
"1640",1,"enjoy princess"
"1641",-1,"hiding cold foam"
"1642",1,"enjoy princess"
"1643",0,"morning person help swing pick"
"1644",0,"celebrating determining pod"
"1645",0,"week grabbed double smoked bacon sandwich grilled faced key"
"1646",-1,"truth crazy"
"1647",2,"want free free learn"
"1648",0,"best syrup cheap pumpkin spice  via"
"1649",0,"eat oatmeal"
"1650",-1,"warmed chocolate croissant closest true french pain chocolat especially"
"1651",0,"lucky blue ribbon restaurant especially gangster"
"1652",0,"fall enjoy colder weather pumpkin spice"
"1653",0,"mickey minnie skeleton item added website link bio code halloween discount"
"1654",1,"celebrate disney world icons mugs"
"1655",-1,"still upset bank yesterday day"
"1656",1,"celebrate disney world icons mugs"
"1657",0,"impossible sandwich breakfast understand delicious"
"1658",0,"mickey minnie skeleton item added website link bio code halloween discount"
"1659",0,"simping stuff boulevard banbri"
"1660",0,"monday morning stop caffiens"
"1661",0,"royal frenchmen hotel bar proudly serves frenchmen street"
"1662",0,"royal frenchmen hotel bar proudly serves frenchmen street"
"1663",0," economics chart makes rea"
"1664",0,"refresher power cash register"
"1665",1,"spice day seasonal love"
"1666",1,"come join hop chance win"
"1667",1,"happy celebrating determining pumpkin spice pod market"
"1668",2,"check home holidays  angels peace joy  mug mary graves via"
"1669",2,"want chance win gift card follow instagram winners notified via"
"1670",0,"medicine ball kinda day"
"1671",2,"baristas coppell friendly encouraging"
"1672",1,"healthy"
"1673",0," economics chart makes rea"
"1674",0,"strawberry refresher"
"1675",0,"spent money"
"1676",0,"can cause"
"1677",1,"excited"
"1678",-1,"cafe concerned contact"
"1679",1,"may cofee strong short"
"1680",0," run vases"
"1681",0,"sale tall  rising"
"1682",-1,"shoes shirt service mask added service discrimination feel"
"1683",-2,"wake smell roses wake smell lol"
"1684",0,"reveal mug ornaments"
"1685",-1,"gotta pumpkin spice cold brew"
"1686",0,"simply wait longview excited"
"1687",0,"grabbed quick cappuccino heading class sit desk"
"1688",0,"finally tryin thiss"
"1689",1,"share check items loving"
"1690",0,"shoes shirt service mask added service discrimina"
"1691",-1,"banana chocolate hazelnut croissant bomb guys try"
"1692",0," vampire frappuccino"
"1693",1,"breakfast friend favorite week"
"1694",1,"favorite costume"
"1695",0,"tea"
"1696",0,"charleston knobs personality home deserves"
"1697",2,"veterans recovery documentary free link amazon prime"
"1698",1," mug available"
"1699",0,"vampire frappuccino"
"1700",0,"flash sale mug set"
"1701",0,"last night filmed crew cut sign emptied store hours starbuc"
"1702",0,"sbux corp coming results report chart consensus estimates dis"
"1703",0,"time"
"1704",0,"time"
"1705",0,"person front paid morning nice lady bad lmfao peac"
"1706",2," cute mugs available"
"1707",0,"reveal mug ornaments"
"1708",2," cute mugs available"
"1709",2," cute mugs available"
"1710",0," run vases"
"1711",0,"november"
"1712",0,"brought seating pick couple bogo share friend"
"1713",0,"item shop daisy rose scented candle"
"1714",2,"happy national pumpkin day celebrate pumpkin"
"1715",0,"check twin cities minneapolis series mug collectible via"
"1716",0,"item shop pink leather notebook"
"1717",0,"check red flower starburst white company  mug via"
"1718",1,"tech salutes teachers administrators thank giving fift"
"1719",1,"tech salutes teachers administrators thank giving"
"1720",0,"pumpkin"
"1721",0," economics chart makes rea"
"1722",1,"may pumpkin spice strong monday short"
"1723",2,"check home holidays  angels peace joy  mug mary graves via"
"1724",1,"good typical white lady pure trash yelled"
"1725",-1,"monday october boycott"
"1726",1," bed morning immediately preferably"
"1727",0,"find deals selling products"
"1728",0,"just pumpkin spice time life bloody delicious"
"1729",2,"english breakfast morning hot sweet"
"1730",0,"new video youtube"
"1731",1,"life happens helps personalize mug beautiful memory buy"
"1732",1,"claim birthday reward"
"1733",1,"come join hop chance win"
"1734",1,"share check items loving"
"1735",1,"share check items loving"
"1736",1,"claim birthday reward"
"1737",0," economics chart makes rea"
"1738",-1,"basic witch halloween fall shirt logo inspired"
"1739",-1,"ceo million total compensation deserve hazard pay"
"1740",0,"pumpkin talk"
"1741",1,"good morning economics chart via visual capitalist"
"1742",0," economics chart makes rea"
"1743",-1,"daily addict stop buying day five sav"
"1744",0,"oncoming ak_outlet line annywawony"
"1745",0," economics chart makes rea"
"1746",-3,"prohibit buying junk painful"
"1747",0,"salted caramel mocha  copycat"
"1748",0,"rethink relationship value choice"
"1749",1,"cheers fall sips love hot iced"
"1750",1,"cheers fall sips love hot iced"
"1751",0,"soya milk tasting"
"1752",0,"male worker comment told manager district manager proble"
"1753",1,"share check items loving"
"1754",2,"one premium houses world popular top popula"
"1755",0,"sbux day moving average moved day moving average august view odds indicator"
"1756",0,"sbux day moving average moved day moving average august view odds"
"1757",0,"twitter help teacher local sold rea"
"1758",0," economics chart makes rea"
"1759",0," economics chart makes rea"
"1760",0," economics chart makes rea"
"1761",0," economics chart makes rea"
"1762",0," economics chart makes rea"
"1763",0," economics chart makes"
"1764",0,"etretail packed bars mask catwalks covid curbs fading china set consumption rebound"
"1765",1,"share check items loving"
"1766",0,"rethink relationship value choice"
"1767",0,"oncoming ak_outlet line annywawo"
"1768",0,"oncoming ak_outlet line annywawo"
"1769",0,"deal branch visiting shops future"
"1770",1,"may cofee strong short"
"1771",0," compost bin lids compostable plastic seriously"
"1772",1,"may cofee strong short"
"1773",2,"getting ready day lovely wife janet"
"1774",0,"pumpkin spice"
"1775",0,"going gone headache thank"
"1776",2,"check home holidays  angels peace joy  mug mary graves"
"1777",0,"hello monday"
"1778",0,"toffee nut november wooot"
"1779",1,"happy voucher listening song kill love blackpink"
"1780",1,"share check items loving"
"1781",1,"share check items loving"
"1782",2,"may strong monday strong"
"1783",2,"caramel apple spice recipe perfect warm cozy fall "
"1784",1,"astounding rid realizing"
"1785",0,"oncoming ak_outlet line annywawo"
"1786",0,"oncoming ak_outlet line annywawo"
"1787",1,"come join hop chance win"
"1788",1,"come enter win gift card goodluck"
"1789",0,"check video roadtrip sacramento visit art gallery degrees bakery reviewed lao"
"1790",0,"check video roadtrip sacramento visit art gallery degrees bakery reviewed"
"1791",1,"etretail tough buy global quality india"
"1792",0,"hear winter hats meant outside selfies brunch"
"1793",2,"good morning ready serve"
"1794",0,"colors metal travel tumbler mug white red cherry green leaves"
"1795",1,"come join hop jaynetownsley chance win"
"1796",-1,"try unnoticed"
"1797",0,"please barista rise deal letting peo"
"1798",1,"come join hop chance win"
"1799",1,"excited share addition shop beverage insulator pockethuggi"
"1800",1,"learning beloved longtime location permanently closed"
"1801",1,"learning beloved longtime location permanently closed"
"1802",0,"gift card seahawks"
"1803",1,"come join hop chance win"
"1804",0,"rumblin tumblin"
"1805",1,"even run humans doggo boy loves whip cream bottle"
"1806",-1,"sent husband addicted called"
"1807",0,"listen gen blazing path biden votes counting grandpa jim"
"1808",1," adorable"
"1809",1,"come join hop chance win"
"1810",1,"healthy"
"1811",1,"check japan anniversary stainless tumbler pink siren via"
"1812",0,"check japan anniversary tumbler siren motif via"
"1813",0,"check halloween canister whip ghost lid whip japan via"
"1814",0,"check halloween silicon cap lid sunny bottle ghost japan via"
"1815",0,"check japan halloween bearista black cat plush toy limited via"
"1816",0,"check japan halloween stacking mug black cat white cat via"
"1817",-1,"check collection mug autumn japan limited fuji via"
"1818",0,"check collection mug japan winter original box ltd via"
"1819",0,"check collection mug japan winter original box ltd"
"1820",0,"american vigilante justice truth con"
"1821",0,"check undefeated collaboration tote bag sports culture via"
"1822",0,"check undefeated collaboration ring pouch set sports culture via"
"1823",0,"check undefeated collaboration ring pouch set sports culture via"
"1824",0,"check stainless togo  tumbler matte white lid japan via"
"1825",1,"check japan stainless steel togo logo tumbler matt white via"
"1826",0,"check stainless togo  tumbler matte black lid japan via"
"1827",1,"check japan stainless steel togo logo tumbler matt white via"
"1828",0,"check black diamond green circle ceramic tumbler lid via"
"1829",0,"check  snow globe tumbler bearista pink "
"1830",0,"check  stainless togo tumbler lid  limited red via"
"1831",0,"check japan stainless togo logo tumbler matte black via"
"1832",0,"check japan stainless togo logo tumbler matte black via"
"1833",0,"check listed mercari tap link sign"
"1834",0,"newton window decorating auburndale"
"1835",0,"please barista rise deal letting peo"
"1836",0,"mickey pumpkin "
"1837",-1,"bother"
"1838",-1,"bother"
"1839",0,"mickey pumpkin "
"1840",0,"ceramic tumbler mug seattle pike travel unused via"
"1841",2,"strategies helping partner effectively local global act local local food"
"1842",2,"strategies helping partner effectively local global act local"
"1843",1,"sometimes nice word expression please pass sugar smdh"
"1844",0,"first time eaten july brunch"
"1845",0,"reveal mug ornaments"
"1846",0,"app buy egift cards using mastercard egc"
"1847",0,"lyra sky monologuefavorits vol watch lyra sblog"
"1848",0,"day boyfriend decided help feel bette"
"1849",0,"tis season pumpkin decorating contests"
"1850",1,"celebrate disney world icons mugs"
"1851",0,"time cars motorcycles"
"1852",0,"travel "
"1853",-1,"check  world tumbler snowman  limited"
"1854",0,"check black diamond green circle ceramic tumbler lid"
"1855",-1,"rolling drive thru night shift pick sbux help tall dark roas"
"1856",0,"lyra sky monologuefavorits vol watch lyra sblog"
"1857",0,"reveal mug ornaments"
"1858",0,"time family likes pretend mini house flavors flavor"
"1859",0,"check  snow globe tumbler bearista pink "
"1860",0,"sunday office"
"1861",0,"day voting day"
"1862",0,"lyra sky monologuefavorits vol watch lyra sblog"
"1863",0,"lyra sky monologuefavorits vol watch lyra sblog"
"1864",0,"beautiful fall sundays fall breezes hot pumpkin muffin pumpkin cream filling"
"1865",0,"reveal mug ornaments"
"1866",0,"reveal mug ornaments"
"1867",0,"reveal mug ornaments"
"1868",0,"reveal mug ornaments"
"1869",0,"reveal mug ornaments"
"1870",0,"reveal mug ornaments"
"1871",-1,"try unnoticed"
"1872",-1,"sad shops closing favourite location bay cumberland"
"1873",1,"share check items loving"
"1874",1,"please retweet win usd gift card worldwide"
"1875",0,"reserve sodo seattle"
"1876",0,"basic witch"
"1877",0,"lemon cake concoction possibly serve delicious"
"1878",1,"hires ppl disabilities damm proud unlike local shop"
"1879",1,"share check items loving"
"1880",1,"share check items loving"
"1881",1," superhero support card unique shirts styles colors"
"1882",0," run vases"
"1883",0,"deal branch visiting shops future told"
"1884",-1," miss segment youtube channel link bio retweet lol"
"1885",0,"manifested reality discontinuing mont"
"1886",1,"fans"
"1887",0," time"
"1888",-1,"basic bitch alert pumpkin spice carhartt toque season"
"1889",1,"share check items loving"
"1890",0,"miss cool lime lemonade pumps peppermint prepare taste buds expl"
"1891",1,"share check items loving"
"1892",-2,"schools failed dude type scream communism socialism despite"
"1893",0,""
"1894",0,"testing vegan breakfast"
"1895",0,"let try kiwi passionfruit"
"1896",0,"charleston knobs personality home deserves"
"1897",3,"yes believe smart sexy attractive women"
"1898",1,"share check items loving"
"1899",2,"hot tea football beautiful sunday"
"1900",1,"random read local thrift bookshop stop thinking value bucks personal"
"1901",0," movie lowkey writing final season talking character devel"
"1902",0,"movie lowkey writing final season talking cha"
"1903",-1,"supporter launches furious rant barista via"
"1904",1,"endorsed dowhatwedo artist gotsaa"
"1905",-1,"piece sit chill bit"
"1906",2,"started dozing triple shot outside calm cool collected"
"1907",1," invested ago worth"
"1908",1," else sunday evening vienna editing nice pics"
"1909",1,"love honolulu"
"1910",0,"wearing masks lol white woman yelled"
"1911",1,"morning routine makes happy"
"1912",1," invested ago worth"
"1913",1,"invested ago worth"
"1914",1,"morning routine makes happy"
"1915",1,"morning routine makes happy"
"1916",0," run vases"
"1917",1,"either target love barista"
"1918",0,"jack skellington  cozy disney nightmare  sleeve pumpkin king cozie insulated hot cold"
"1919",1,"jack skellington  cozy disney nightmare  sleeve pumpkin king cozie insulated hot"
"1920",0,""
"1921",0,"got late start definitely gonna caramelcurves"
"1922",-1,"limited edition caramel creme keurig count pods"
"1923",0,"huh walked picked black family help shelter"
"1924",0,"white chocolate giving life"
"1925",0,"morning"
"1926",0,"cutting discernment charlotte north carolina"
"1927",0,""
"1928",0,"video karen shouts"
"1929",0,"check san diego mug global icon series gas lamp green via"
"1930",0,"check memphis collector iconic mug via"
"1931",1,"share check items loving"
"1932",0,"check city mugs florida global icon series alligator via"
"1933",0,"check indianapolis true north architecture series mug via"
"1934",0,"time family likes pretend mini house flavors"
"1935",-1," miss segment youtube channel link bio retweet lol"
"1936",2,"holographic louis extra fabulous message customized hot"
"1937",-1,"miss segment youtube channel link bio retweet lol"
"1938",0,"check  ornaments wish   saucer snowflake  via"
"1939",0," researchers confirm home means hours rythm"
"1940",-1,"check  world tumbler snowman  limited"
"1941",-1,"trouble tastes lol"
"1942",-2,"ordered salted caramel cold foam cold brew foam"
"1943",1," sweet morning special thanks bloc"
"1944",1,"come join hop chance win"
"1945",1,"sweet morning special thanks bloc"
"1946",0,"check trees"
"1947",0,"new china  gingerbread candy cane mug"
"1948",-1,"turn frown upside national day match"
"1949",0,"hard standing queue pumpkin spice worth"
"1950",0,"pre art sketches yummy breakfast"
"1951",0,"basic baby"
"1952",1,"major element successful culture diversity equity initiative program suite feels"
"1953",0,"unboxing halloween cat "
"1954",4,"importantly nice clean fresh water enjoy"
"1955",0,"inside premises"
"1956",0," run vases"
"1957",0,"just fye ass ice"
"1958",1,"share check items loving"
"1959",1,"come join hop chance win"
"1960",-1,"check  world tumbler snowman  limited"
"1961",-1,"check  world tumbler snowman  limited"
"1962",-1,"just experienced power advertising scrolled past feel helpless"
"1963",-1,"check  world tumbler snowman  limited via"
"1964",0,"check  stainless togo tumbler lid  limited red via"
"1965",0,"check  snow globe tumbler bearista pink  via"
"1966",0," run vases"
"1967",0,""
"1968",0,"yesterday sat min line lake jackson morning min"
"1969",0," researchers confirm home means hours rythm"
"1970",0,"researchers confirm home means hours rythm"
"1971",0,"sale dishwash"
"1972",0," run vases"
"1973",2,"holographic louis extra fabulous message customized hot"
"1974",1,"happiness iced sunshine hiniceva"
"1975",2,"holographic louis extra fabulous message customized hot"
"1976",0,"throwback month ago teluk cempedak"
"1977",-2,"anyone else hate splatter caused pushing creamer lid surely"
"1978",0," run vases"
"1979",-1,"bloody half term"
"1980",0," run vases"
"1981",0,"planners shades hogwarts houses"
"1982",0,"shopping wearing loudmouth"
"1983",0,"shopping wearing loudmouth"
"1984",0,"shopping wearing loudmouth"
"1985",0,"writing session sip"
"1986",0,"writing session sip"
"1987",0,"writing session sip"
"1988",1,"share check items loving"
"1989",0,"refused leicester uppingham road branch dog found dog friendly independent"
"1990",0,"lucky blue ribbon restaurant especially gangster"
"1991",0,"sale tall  rising"
"1992",-1,"fall vibes"
"1993",2,"walk round park fine crisp morning wishing running hopefully"
"1994",1,"enjoying customers"
"1995",-1,"sbux day moving average broke day moving average august view odds"
"1996",0,"example benefits masks recent outbreak korea woman infec"
"1997",0," run vases"
"1998",0,""
"1999",0,"wheaton illinois"
"2000",0,"new china aurora gradient blue pink grande studded tumbler"
"2001",1,"share check items loving"
"2002",0,""
"2003",0,"links executive pay workforce goals step forward"
"2004",1,"frappichino mocha won job"
"2005",0,"morning"
"2006",1,"happy sunday"
"2007",0,"new manager position starts tomorrow"
"2008",0," run vases"
"2009",-1,"watch halloween movies amd pumpkin cream cold brews leave"
"2010",0,"lucky blue ribbon restaurant especially gangster"
"2011",0,"can push button"
"2012",0,"ems line moozaza"
"2013",0," run vases"
"2014",1,"share check items loving"
"2015",2,"sunday clears rust week lovely sunday deep breath relax enjoy family"
"2016",0,"check listed mercari tap link sign"
"2017",0,"check listed mercari tap link sign"
"2018",0,"sunday cake treat"
"2019",0,"fixed"
"2020",1,"come join hop chance win"
"2021",0,"lucky blue ribbon restaurant especially gangster"
"2022",0,"lucky blue ribbon restaurant especially gangster"
"2023",1,"check pink stainless steel thermos via"
"2024",1,"turn past live happy future"
"2025",1,"books available site formats soon"
"2026",0,"thanks malaysia offer"
"2027",0,"weekend"
"2028",1,"come join hop jaynetownsley chance win"
"2029",1,"share check items loving"
"2030",0,""
"2031",0,"affogato style caramel frappuccino caramel nya tak ada"
"2032",-2,"unacceptable wear damn mask"
"2033",1,"come join hop chance win"
"2034",1,"check japan anniversary stainless tumbler pink siren via"
"2035",1,"share check items loving"
"2036",0,"economics chart makes cost"
"2037",1,"share check items loving"
"2038",0,"morning"
"2039",0,"find deals selling products"
"2040",-3,"loud music rocklin attack granddad beaten death lower music"
"2041",1,"hero surprise anymore"
"2042",1,"come join hop chance win"
"2043",1,"special pumpkin cookie amazing"
"2044",0," results virtual event share study october newsletter plus"
"2045",1,"love"
"2046",1,"wake surgery pink  thx smile"
"2047",0," run vases"
"2048",-3,"check bags skinny mocha powder discontinued exp mar via"
"2049",0,"ton sweets"
"2050",1,"went stores literally regular backups ready attit"
"2051",1,"celebrate disney world icons mugs"
"2052",0,""
"2053",0,"reveal mug ornaments"
"2054",0,"american vigilante justice truth con"
"2055",0,"lucky blue ribbon restaurant especially gangster"
"2056",-1," candy corn cold brew"
"2057",0,"check company oversized white black"
"2058",0,"sweetest barista tonight daughter ice packs recent"
"2059",1,"check japan anniversary stainless tumbler pink siren via"
"2060",0,"check japan anniversary tumbler siren motif via"
"2061",0,"check  snow globe tumbler bearista pink  via"
"2062",0,"check  stainless togo tumbler lid  limited red via"
"2063",-1,"check  world tumbler snowman  limited via"
"2064",-2,"check dome lid tumbler marine straw cold  japan limited via"
"2065",0,"check halloween canister whip ghost lid whip japan via"
"2066",0,"check halloween silicon cap lid sunny bottle ghost japan via"
"2067",1,"check pink stainless steel thermos via"
"2068",0,"app buy egift cards using mastercard egc"
"2069",0,"lucky blue ribbon restaurant especially gangster"
"2070",0,"travel "
"2071",0,"run vases"
"2072",0,"favorite fall season"
"2073",0,"run gal"
"2074",-1,"candy corn cold brew"
"2075",0,"lucky blue ribbon restaurant especially gangster"
"2076",0,"emotionally prepared pumpkin spice season help"
"2077",0,"believe passing vat tax saving customer"
"2078",0,"went food tonight found purchase essential underwear leave retail"
"2079",0,"someone thankful workers tik tok weird ass combinations"
"2080",0,"pin sold poway met"
"2081",0,"economics chart"
"2082",0,"lucky blue ribbon restaurant especially gangster"
"2083",1," superhero support card unique shirts styles colors"
"2084",-1,"daughter university graduate unable employment pandemic"
"2085",0,"lucky blue ribbon restaurant especially gangster"
"2086",1,"mean imagine elevate zaddy game rolling maybe"
"2087",1,"please retweet win usd gift card worldwide"
"2088",1,"karen  blm white woman disrespects black employee pull trump mask"
"2089",0,""
"2090",0,"respect barista feed stupid"
"2091",0,"respect barista feed stupid eve"
"2092",1,"share check items loving"
"2093",1,"share check items loving"
"2094",0,"fueled ice cream hagersto"
"2095",0,"respect barista feed stupid"
"2096",0," economics chart makes cost"
"2097",-1,"absolute shambles month"
"2098",-1,"trying faze rug"
"2099",1,"hubby loves getting surprise"
"2100",0,"day car front pay mobile"
"2101",0,"instagram facebook"
"2102",0,"instagram facebook"
"2103",1,"forever favorite pics chloe"
"2104",0,"instagram facebook"
"2105",0,"guess refresher flavor"
"2106",0," economics chart makes cost"
"2107",0," economics chart makes cost"
"2108",0," economics chart makes cost"
"2109",0," economics chart makes cost"
"2110",0," economics chart makes cost"
"2111",0,"check days "
"2112",0,"driver town mins mins"
"2113",2,"popular prefers"
"2114",0," economics chart makes cost"
"2115",0,"economics chart makes cost"
"2116",-1,"getting season life shambles"
"2117",-1,"getting season life shambles"
"2118",1,"share check items loving"
